"","layer","mean_elev","median_elev","min_elev","max_elev","quant25","quant75"
"1372",NA,109.389100770479,109.415,100.6,124.66,106.3675,111.73
"1373",NA,115.661897233202,113.74,103.2,146.69,110.09,120.635
"1374",NA,131.796078053725,131.73,114.55,172.12,125.4,137.01
"1375",NA,144.489433235324,139.78,109.47,224.82,129.74,156.76
"1376",NA,115.40498986418,114.78,98.39,142.12,105.79,125.02
"1377",NA,129.589043081602,130.57,100,157.15,124.47,138.01
"1378",NA,145.686334346505,149.79,108.61,167.12,137.01,156.94
"1379",NA,139.128457953394,138.55,113.39,158.21,133.96,144.85
"1380",NA,133.31828064843,132.44,113.54,159.45,126.71,138.4475
"1381",NA,124.124782696789,121.58,111.56,157.31,115.82,130.03
"1382",NA,119.943389040818,117.4,112.89,154.69,115.76,123.01
"1383",NA,135.737076580227,135.68,117.45,152.74,130.1975,141.27
"1384",NA,144.479507897934,142.92,128.11,169.6,139.61,149.065
"1385",NA,155.864096019447,156.14,135.66,172.19,152.69,159.93
"1386",NA,157.537759546237,156.75,134.45,185.27,150.2,164.19
"1387",NA,159.870969015796,158.8,132.13,193.94,151.47,166.6425
"1388",NA,153.95503037052,151.67,139.94,188.55,146.2425,159.46
"1389",NA,153.742554397328,151.39,138.35,182.81,146.13,160.13
"1390",NA,160.234055309496,162.68,131.25,193.14,151.86,169.05
"1391",NA,154.979978609626,157.5,136.02,172.54,145.23,163.235
"1393",NA,22.6853700906344,18.885,-3.38,73.41,0.6575,41.975
"1394",NA,67.7920846806791,66.075,0.23,165.94,51.8275,79.33
"1395",NA,40.3820819870759,39.455,1.4,93.18,17.22,62.335
"1396",NA,67.5585138818778,67.51,25.38,112.3,57.48,79.51
"1397",NA,69.6658933441066,69.29,49.17,108.35,61.74,76.32
"1398",NA,72.6592517418964,70.31,59.24,110.16,66.15,76.99
"1399",NA,64.2399121123346,63.48,55.42,92.25,59.81,66.95
"1400",NA,67.1645878787879,66.86,56.97,101.78,63.7,69.9025
"1401",NA,75.3710374785332,74.56,62.76,101.28,71.49,78.34
"1402",NA,80.5517207234516,81.44,42.9,108.92,74.79,87.65
"1403",NA,78.3923534169026,78.07,57.87,100.84,72.73,84.51
"1404",NA,86.7480986556151,89.24,49.47,109.17,79.17,95.75
"1405",NA,89.2011812853678,90.7,52.79,117.35,82.1475,95.5025
"1406",NA,70.932585666633,70.37,47.01,121.26,61.65,79.16
"1407",NA,69.4486020418478,66.85,40.59,105.97,59.3,81.46
"1408",NA,57.3187012330705,56.175,31.25,102.92,49.1425,65.55
"1409",NA,45.6754802831143,41.785,29.41,83.21,35.97,56.07
"1410",NA,50.7792040857605,45.66,29.61,90.06,39.9775,61.44
"1411",NA,57.2542972699697,61.675,32.26,95.62,53.88,63.71
"1412",NA,60.9927182599899,63.98,33.29,82.28,58.45,67.99
"1413",NA,57.3450247750025,60.29,35.64,108.37,43.26,71.2
"1414",NA,69.6252811488673,67.085,39.62,118.41,43.82,93.1
"1415",NA,94.4922150298372,95.86,75.5,110.44,89.85,99.83
"1416",NA,94.3346151512087,91.33,58.54,189.25,84.385,99.155
"1417",NA,91.2454183952241,93.19,53.41,129.66,89.56,95.715
"1418",NA,89.0284097580727,89.29,77.46,103.92,86.58,91.97
"1419",NA,92.4484869019925,91.98,80.78,105.71,89.71,94.9
"1420",NA,95.1742828241958,95.12,78.04,138.47,91.63,98.43
"1421",NA,98.3802741527567,97.17,85.79,128.02,94.14,101.05
"1422",NA,105.799871548498,104.79,90.46,140.85,101.37,110
"1423",NA,95.8310707418277,98.68,71.74,132.54,84.1,105
"1424",NA,86.6507947757416,85.4,68.09,124.94,78.41,94
"1425",NA,85.7401840987255,82.98,68.1,146.62,77.84,90.8075
"1426",NA,86.3462573395424,87.78,67.68,113.54,74.1625,97.02
"1427",NA,80.9392019824011,79.09,66.22,105.97,72.29,88.3
"1428",NA,78.6621646773215,75.57,68.38,109.65,71.8,85.09
"1429",NA,74.912228073729,71.46,62.22,108.91,69.18,81.95
"1430",NA,74.0285351799434,74.5,36.5,102.71,68.73,80.6825
"1431",NA,68.9674525910151,72.94,33.8,99.6,58.67,77.95
"1432",NA,58.9655980958169,56.93,33.26,96.07,50.46,70.8
"1433",NA,52.7998078277493,49.96,36.5,95.22,42.345,58.905
"1434",NA,78.3226224200728,87.46,37.2,118.46,60.35,94.07
"1435",NA,94.4712905844156,96.96,60.92,115.48,91.14,101.99
"1436",NA,101.926535265505,102.21,72.63,132.99,91.76,111.82
"1437",NA,116.403133111983,120.31,73.19,147.65,105.43,127.745
"1438",NA,126.082063315465,127,89.42,139.68,122.865,130.25
"1439",NA,125.196454656117,125.4,113.54,134.81,122.3725,128.79
"1440",NA,119.995425650369,119.49,102.13,133.45,118.04,122.06
"1441",NA,117.377944748027,117.69,102.56,131.55,115.4,119.03
"1442",NA,119.082458518818,118.335,112.23,136.03,116.44,120.57
"1443",NA,117.709713794498,117.28,112.12,132.96,115.6,119.34
"1444",NA,120.828517356543,117.57,108.82,148.58,114.52,124.39
"1445",NA,117.571550921239,116.49,105.44,138.98,114.42,119.85
"1446",NA,120.548254401943,117.52,104.32,158.65,113.26,125.9175
"1447",NA,128.450612410163,122.5,108.57,172.46,116.74,138.915
"1448",NA,132.936183877819,129.57,115.29,166.81,125.19,137.39
"1449",NA,132.746227617602,128.14,111.83,187.59,122.56,141.05
"1450",NA,142.887568059913,140.51,119.17,188.23,132.58,150.57
"1451",NA,123.902447927199,121.91,111.27,144.56,118.36,128.71
"1452",NA,114.321005869257,114.48,98.63,129.04,111.35,117.7375
"1453",NA,109.438237912199,110.225,92.37,125.53,106.04,113.43
"1454",NA,114.792130865696,114.2,101.4,159.07,108.47,119.28
"1455",NA,110.721498532834,109.27,93.13,148.59,102.885,117.54
"1456",NA,97.9883640040445,97.92,85.9,121.4,91.14,103.7775
"1457",NA,103.045172866963,104.27,87.65,114.69,102.11,105.76
"1458",NA,106.455971477698,105.02,92.75,126.93,100.36,111.94
"1459",NA,115.500648194964,115.58,99.97,133.84,112.88,118.67
"1460",NA,116.407563195147,116.38,105.85,131.06,114.61,118.35
"1461",NA,128.903437815976,125.52,113.2,172.57,121.53,132.7575
"1462",NA,137.456168857432,132.01,121.47,179.76,129.7,139.6075
"1463",NA,130.248501414713,130.96,112.7,140.16,127.79,133.1625
"1464",NA,139.594597189932,139.1,122.06,159.81,135.35,143.77
"1465",NA,146.43807155852,145.89,129.79,163.74,141.7125,151.09
"1466",NA,147.003798747222,147.44,135.84,160.5,143.05,150.46
"1467",NA,149.729380369959,149.94,126.79,165.04,145.41,154.9
"1468",NA,137.580282971198,137.18,115.78,162.66,129.85,145.385
"1469",NA,124.925334882311,122.78,116.02,157.14,119.625,128.765
"1470",NA,135.006822269375,133.4,118.91,164.44,127.39,141.43
"1471",NA,135.639217329832,135.5,120.76,165.89,128.78,140.76
"1472",NA,139.893686496314,139.31,123.5,165.11,134.08,145.57
"1473",NA,140.548148858816,140.82,125.5,167.77,134.3725,145
"1474",NA,140.749049782894,139.93,128.15,165.28,136.305,144.845
"1475",NA,143.098619749596,142.51,131.6,164,138.1,147.13
"1476",NA,147.388255778742,146.5,134.71,181.25,142.025,151.05
"1477",NA,149.285861094286,147.5,138.74,178.83,144.64,151.92
"1478",NA,152.958096774194,150,144.66,172.17,147.5,158.9525
"1480",NA,30.8627808277027,29.19,-0.21,78.98,3.9,56.07
"1481",NA,50.2963854245743,53.75,2.7,90.03,42.44,62.39
"1482",NA,55.2520485446671,54.57,29.32,85.15,50.27,59.37
"1483",NA,62.1526395325408,62.75,33.49,97.47,55.54,67.2075
"1484",NA,65.6348187676198,64.92,45.01,104.21,61.54,69.4525
"1485",NA,55.6396130592503,55.945,34.35,78.24,48.6475,61.8
"1486",NA,53.3013750377758,52.29,35.62,79.41,48.705,57
"1487",NA,58.2954222087868,57.245,47.24,86.37,54.82,60.33
"1488",NA,61.2050806126562,60.71,40.88,97.53,57.09,64.3125
"1489",NA,59.1331179435484,59.205,33.11,78.74,54.16,64.83
"1490",NA,64.9130125944584,63.84,53.42,91.87,60.63,67.6
"1491",NA,51.7585963497025,57.27,20.16,79.1,42.5,61.89
"1492",NA,39.8603791086913,26.885,19.22,89.08,22.5,59.6575
"1493",NA,36.6403427073884,24.58,21.25,122.54,23.67,30.9
"1494",NA,38.2472719024095,30.49,23.08,109.52,26.98,39.53
"1495",NA,39.493227433182,39.13,24.46,91.73,29.34,48.565
"1496",NA,42.6634848790323,43.35,24.57,65.58,38.13,48.73
"1497",NA,52.7345103378719,53.62,29.19,84.1,48.97,57.37
"1498",NA,58.4316844865846,58.04,32.93,95.09,55.25,60.99
"1499",NA,61.4982990522283,61.04,33.77,90.2,58.14,65.28
"1500",NA,74.0632391523713,72.79,37.56,124,67.54,77.51
"1501",NA,88.3329280096794,86.105,63.44,121.67,79.61,97.8
"1502",NA,78.6689504490867,75.86,62.31,111,70.77,86.07
"1503",NA,77.8202087535297,76.57,63.23,95.99,73.49,81.95
"1504",NA,80.9689504490867,80.91,67.93,98.41,79.04,82.53
"1505",NA,80.9555134153722,81.57,67.27,95.69,77.6525,84.77
"1506",NA,86.4819935399213,87.92,73.68,103.84,82.08,90.555
"1507",NA,89.1158033282905,89.15,77.84,105.74,86.395,91.91
"1508",NA,99.093114721017,98.76,87.28,115.18,95.87,101.68
"1509",NA,107.83401656733,108.32,91.07,123.51,104.44,111.7
"1510",NA,107.817630756828,107.72,92.3,132,105,111
"1511",NA,94.9338874861125,99.24,76.58,114.8,83.74,102.89
"1512",NA,97.9651600201918,101.7,72.27,118.8,92.85,105.72
"1513",NA,97.2532812027041,100.82,5.3,155.02,94.035,104.46
"1514",NA,86.5322920872023,84.41,72.29,115.25,77.89,93.165
"1515",NA,85.4228536807028,85.23,74.75,105.69,82.9,87.52
"1516",NA,84.5195202096563,83.99,77.5,99.89,81.72,86.79
"1517",NA,83.6128934881373,83.5,75.42,101.2,81.5,85.59
"1518",NA,84.4624716942984,85.28,65.7,98.34,80.54,88.45
"1519",NA,85.4139971822482,88.22,49.79,98.14,80.22,90.74
"1520",NA,80.9683969155844,88.27,37.2,99.75,82.0375,91.7
"1521",NA,66.0757672275641,60.67,37.2,94.93,48.0375,85.7
"1522",NA,77.6017359983766,73.835,41.64,120.59,67.42,88.56
"1523",NA,99.4329557291667,100.065,69.47,121.78,95.69,104.6025
"1524",NA,110.3290625,111.29,78.85,135.69,106.31,115.06
"1525",NA,117.502534274194,117.54,90.6,130.05,114.8,120.43
"1526",NA,113.611763399616,113.93,88.5,130.27,111.45,116.535
"1527",NA,115.444144789984,115.51,91.46,134.2,109.69,121.89
"1528",NA,120.006183321569,119.87,102.24,134.55,117.9,121.72
"1529",NA,118.752936011304,118.86,110.22,128.52,116.26,121.16
"1530",NA,116.169431657581,115.93,108.77,130.51,113.0925,119.1475
"1531",NA,115.229724520686,112.72,104.04,151.65,110.51,116.29
"1532",NA,117.454047450782,116.33,101,146.19,112.98,121.05
"1533",NA,109.360604622994,109.25,96.11,128.08,105.7,112.57
"1534",NA,110.157896541293,110.43,94.43,135.29,105.9,113.56
"1535",NA,116.670856219709,109.78,96.18,156.44,104.4,128.33
"1536",NA,119.509287732042,117.8,100.38,157.73,112.76,122.5525
"1537",NA,111.920604317998,110.54,100.12,132.48,107.4975,115.96
"1538",NA,115.023895618817,115.47,105.75,128.42,111.71,117.83
"1539",NA,112.879279878971,113.27,94.58,125.52,109.97,116.16
"1540",NA,106.204677093845,106.4,79.68,122.25,103.09,110.3
"1541",NA,95.9572891444713,95.74,79.15,117.65,86.28,104.68
"1542",NA,95.9045990113992,87.68,81,129.3,86.04,108.4
"1543",NA,92.2344820978316,88.51,82.91,127.62,87.35,94.245
"1544",NA,96.1610580996571,91.81,84.18,123.42,89.21,102.68
"1545",NA,113.691036499294,114.15,96.86,132.93,109.7,117.93
"1546",NA,118.164230963187,118.19,103.88,131.56,114.66,122.225
"1547",NA,124.694580937973,124.84,108.09,144.65,119.98,128.71
"1548",NA,124.850534597539,125.01,105.97,153.16,118.15,129.68
"1549",NA,120.29222972973,119.75,104.49,133.28,115.9875,125.33
"1550",NA,125.199824614454,125.52,111.5,139.25,121.39,129.37
"1551",NA,134.771262605889,135.61,116.64,150.77,130.2975,139.84
"1552",NA,144.680403225806,145.15,126.19,161.39,141.2075,149.08
"1553",NA,140.771516740621,141.11,120.16,157.47,135.96,146.0125
"1554",NA,135.012750629723,134.6,120.54,151.48,128.76,140.48
"1555",NA,144.459804455196,142.77,124.12,175.26,136.72,150.86
"1556",NA,148.054733501259,147.96,127.56,177.7,140.19,154.38
"1557",NA,142.118497884344,142.01,124.34,170.41,137.06,147.21
"1558",NA,139.581418782749,139.51,124.31,165.54,133.5675,145.2
"1559",NA,135.975962332561,135.9,126.11,156.22,132.14,139.23
"1560",NA,146.827229777375,147.06,127.94,177.82,137.715,154.38
"1561",NA,156.561945004029,155.565,136.3,184.43,148.04,165.0425
"1562",NA,165.996263846928,168.01,141.67,182.51,163.75,171.11
"1563",NA,157.970401772228,159.8,139.27,174.21,150.02,165
"1564",NA,151.393037439614,150.7,143.75,163.07,148.75,153.52
"1565",NA,157.146674673988,157.3,147.18,174.25,154.1425,159.0175
"1568",NA,16.7211152416357,9.74,2.47,48.52,5.35,28.06
"1569",NA,20.9113888888889,16.895,3.75,52.19,9.2,32.43
"1570",NA,31.3388680008086,23.315,7.85,70.65,15.06,46.75
"1571",NA,48.5498221820374,48.31,15.5,84.01,40.17,56.9275
"1572",NA,44.7875045207957,44.47,11.34,69.09,41.67,48.2475
"1573",NA,44.6212381909548,49.9,11.16,100.21,31.8975,55.6375
"1574",NA,64.6516281407035,69.55,11.81,143.69,30.935,87.89
"1575",NA,57.8778183097176,66.95,13.23,131.05,16.9,90.35
"1576",NA,34.0853361471209,20.27,14.28,92.99,18.72,56.115
"1577",NA,37.0552664923572,22.645,17.29,92.35,21.11,63.04
"1578",NA,29.1964961302643,23.41,18.57,80.87,22.18,30.06
"1579",NA,36.3509537688442,43.03,19.44,53.77,22.71,45.4
"1580",NA,40.1246973049075,44.45,22.34,59.6,28.9775,47.12
"1581",NA,47.3250865017099,48.34,25.85,76.97,41.1725,52.23
"1582",NA,52.0693815987934,52.46,32.22,80.19,48.95,55.23
"1583",NA,55.2333219384677,55.04,32.28,82.82,52.14,58.91
"1584",NA,55.854161971831,56.55,32.01,87.41,49.02,62.44
"1585",NA,58.9727575452716,59.72,36.75,86.4,51.7475,66.4025
"1586",NA,61.8090533199195,61.65,38.92,81.8,56.69,68.03
"1587",NA,61.6519479082864,61.905,40.02,83.85,57.4875,67.81
"1588",NA,60.7649204911433,61.46,41.17,90.89,57.62,64.04
"1589",NA,63.1234389777644,63.48,42.75,85.84,60.8,65.835
"1590",NA,67.300003018716,66.09,44.44,97.43,64.39,69.6375
"1591",NA,78.6790305711987,74.505,58.16,125.65,70.26,82.48
"1592",NA,86.0855365411717,84.26,66.6,117.46,75.2325,95.86
"1593",NA,87.7819625603865,89.25,69.97,116.91,83.35,91.51
"1594",NA,99.645258178158,99.24,81.02,119.76,93.31,106.15
"1595",NA,109.472047307499,111.63,85.87,129.84,105.85,114.62
"1596",NA,107.453086059386,108.94,89.8,120.1,103.9,111.6
"1597",NA,103.484661093766,103.25,91.66,124.5,98.14,108.5
"1598",NA,109.844478077233,109.145,77.7,135.1,102.55,120.6
"1599",NA,108.191179611161,106.78,78.39,148.59,102.9,113.05
"1600",NA,104.97897012974,106.12,89.3,125.62,102.22,108.91
"1601",NA,96.3303596614951,99.83,73.85,117.21,88.3,104.53
"1602",NA,89.4323758686675,89.6,73.67,109.75,85.1,93.37
"1603",NA,83.0132978188763,81.68,74.34,106.5,79.2,86.22
"1604",NA,85.8617538027601,84.5,77.9,101.11,81.1,89.5
"1605",NA,91.4025457286432,92.1,80.1,101.6,88.2,94.6
"1606",NA,91.159751138088,91.45,82.45,100.16,89.3,93.74
"1607",NA,93.4436059815335,94.7,77.79,99.6,92.6,95.98
"1608",NA,80.5491997195513,83.41,41.64,99.93,68.8,91.8
"1609",NA,62.0361982548701,58.39,40.82,105.81,50.5,66.1025
"1610",NA,88.6226662660256,93.23,41.06,135.49,88.33,96.61
"1611",NA,101.745515753562,101.87,56.37,124.61,98.25,106.1175
"1612",NA,108.22342669363,108.86,87.53,121.51,104.7,111.6475
"1613",NA,102.35983207642,103.61,69.36,116.17,99.4,107.65
"1614",NA,111.438830580177,112.43,67.09,132.99,106.23,116.93
"1615",NA,129.302241899779,130.115,99.74,151.28,123.65,135.6075
"1616",NA,129.389845054834,128.57,116.84,146.79,126.58,131.6
"1617",NA,131.941812229274,132.06,116.8,147.53,128.54,135.49
"1618",NA,128.138489027582,127.14,108.06,149.86,122.31,134.6175
"1619",NA,115.076061002617,114.73,100.48,138.19,110.0325,120.32
"1620",NA,105.480606395817,104.91,95.95,120.29,102.19,107.78
"1621",NA,101.768193912518,101.65,87.6,112.14,99.43,104.7375
"1622",NA,101.386507696951,102.3,82.55,120.53,97.345,105.48
"1623",NA,106.044356445607,104.95,88.69,133.16,101.59,109.74
"1624",NA,125.17827110798,120.24,100.03,158.35,114.89,134.6
"1625",NA,129.832766985405,128.14,108.77,156.85,119.49,138.585
"1626",NA,112.513621262458,111.76,92.7,141.8,107.26,116.51
"1627",NA,92.5456969026549,93.865,76.85,112.86,82.31,101.5825
"1628",NA,96.124721215781,98.245,79.94,114.54,86.05,104.23
"1629",NA,101.899794789257,105.56,83.67,115.56,89.25,109.8
"1630",NA,98.6873094351022,90.86,85.55,118.54,88.245,110.28
"1631",NA,104.279482203901,106.99,86.79,116.38,100.72,110.21
"1632",NA,106.919428628911,108.35,91.91,125.81,103.73,110.77
"1633",NA,107.903877489439,110.94,91.82,119.4,103.3125,113.53
"1634",NA,103.949782630573,102.6,93.04,119.41,96.77,110.65
"1635",NA,106.581230011063,107.32,95.89,131.1,99.72,111.86
"1636",NA,107.568849014877,109.23,96.75,128.69,102.2575,111.32
"1637",NA,111.76180647757,111.39,99.54,132.38,104.67,117.46
"1638",NA,121.170917043741,121.01,102.79,142.72,116.66,126.63
"1639",NA,125.422976070782,125.06,107.71,142.42,119.94,131.0875
"1640",NA,126.627574113154,125.45,109.17,146.86,119.27,133.63
"1641",NA,135.516224479533,136.17,115.75,157.37,125.045,144.32
"1642",NA,137.950447146302,139.145,120.13,158.28,132.33,144.5
"1643",NA,136.15480852347,135.32,124.38,153.63,132.09,139.78
"1644",NA,151.836371948156,150.43,132.15,178.97,142.97,159.62
"1645",NA,155.171102401769,156.09,135.05,172.09,148.79,161.71
"1646",NA,152.985032653471,151.7,135.38,178.2,148.16,156.84
"1647",NA,160.834811652436,159.98,135.81,193.84,154.28,166.34
"1648",NA,163.174668608154,162.25,154.36,182.27,157.96,167.6
"1649",NA,162.481128076344,160.5,152.5,195.99,156.25,166.49
"1650",NA,161.853885542169,161.25,151.25,186.25,157.5,165
"1651",NA,159.937338817252,158.75,148.75,182.33,154.65,164.75
"1652",NA,162.33115942029,162.5,151.13,173.75,160,165.63
"1657",NA,12.5647809076682,12.395,8.12,19.34,10.6825,14.2775
"1658",NA,25.3681132783196,16.31,8.32,73.93,10.9725,31.135
"1659",NA,17.4935471584645,11.47,8.27,68.73,10.79,14.5
"1660",NA,15.9586524396353,12.29,9.7,37.49,11.55,19.45
"1661",NA,18.1377899168087,13.84,9.8,43.92,12.79,20.33
"1662",NA,25.3442234031886,22.01,12.53,61.01,15.42,34.7
"1663",NA,35.0569068858374,37.24,14.18,76.06,23.97,42.14
"1664",NA,43.1605443063352,41.78,21.84,93.57,38,49.63
"1665",NA,38.9100782111702,38,21.41,74.06,27.75,50.07
"1666",NA,46.3334503158528,45.11,23.33,96.51,32,58.7
"1667",NA,51.7324365533153,54.5,24.05,113.65,36.14,66.35
"1668",NA,52.7135201523962,48.565,27.24,101.93,35.84,68.16
"1669",NA,52.014057389385,45.5,27.77,110.86,35.55,63.79
"1670",NA,66.5801424701515,63.04,30.08,133.87,41.235,92.88
"1671",NA,76.4527723169509,74.63,35.35,123.62,57.335,98.41
"1672",NA,78.8980226725522,89.3,41.45,109.02,58.9,95.41
"1673",NA,89.299670781893,91.47,51,105.79,85.12,95.82
"1674",NA,84.2055284552846,85.83,63.42,108.56,73.43,93.635
"1675",NA,75.9554002006018,74.83,58.76,95.31,72.34,80.6
"1676",NA,77.6294911171334,77.55,54.35,95.17,73.605,83.36
"1677",NA,79.9773968891119,81.24,44.44,107.38,72.53,91.59
"1678",NA,81.5639096385542,86.49,45.82,115.89,66.7175,93.97
"1679",NA,87.1337390868038,87.8,56.28,112.41,82.58,92.28
"1680",NA,101.79197792273,106.5,71.73,126.37,94.78,111.09
"1681",NA,108.330663521381,110.04,87.79,123.66,104.9225,113.84
"1682",NA,113.73242944662,115.27,96.79,129.34,110.9,117.6
"1683",NA,112.971808147702,112.5,98.31,125.67,109.5,117.8
"1684",NA,110.526767068273,110.62,92.37,130.62,108,113.55
"1685",NA,117.032266158169,117.24,94.96,141.65,114.21,120.09
"1686",NA,116.39277219767,113.08,93.77,166.88,105.265,124.35
"1687",NA,100.568169580068,101.73,80.25,117.92,96.57,105.48
"1688",NA,102.381680883091,104.1,78.22,119.46,100.66,106.55
"1689",NA,100.630248721292,101.3,89.22,118.27,97.95,103.26
"1690",NA,86.0248126569563,84.57,76.12,110.78,78.89,91.74
"1691",NA,92.5512811745776,92.905,76.27,117.21,86.13,98.62
"1692",NA,97.1616394428299,96.4,83.95,121.8,94.4,99.4
"1693",NA,90.9151059343308,90.9,79.39,113.4,89.01,92.655
"1694",NA,94.542297676282,94.7,74.22,107.08,92.7,96.7
"1695",NA,85.4651161858974,86.5,58.29,102.73,78.95,92.05
"1696",NA,74.2349458775923,68.52,48.7,97.9,64.68,86.79
"1697",NA,68.229920658833,67.01,51.95,100.29,62.06,72.28
"1698",NA,67.292216990583,65.64,51.96,106.18,58.23,73.28
"1699",NA,72.8517720883534,71.46,56.46,104.1,60.9075,79.32
"1700",NA,80.7068850160256,73.08,56.62,117.9,66.8175,100.2
"1701",NA,85.4290707964602,91.15,53.92,120.2,65,101.65
"1702",NA,105.272032144651,106.75,54.72,138.2,101.05,113.45
"1703",NA,129.436395302148,129,84.54,156.21,119.85,139.2
"1704",NA,140.467762392133,141.38,118.97,163.06,135.64,145.315
"1705",NA,137.616111055327,137.67,110.53,163.06,132.14,142.825
"1706",NA,123.384990963855,123.61,107.96,142.2,119.53,127.24
"1707",NA,113.004113809715,113.48,97.36,129.2,108.02,117.53
"1708",NA,111.421233935743,113.27,91.74,131.28,102.8775,118.23
"1709",NA,104.072915621551,104.67,79.46,136.83,99.71,110.01
"1710",NA,94.8637206266319,95.69,74.91,117.07,89.89,100.72
"1711",NA,108.43847404879,106.74,74.52,150.98,101.6,114.39
"1712",NA,119.820160561967,119.23,94.85,154.75,111.29,125.11
"1713",NA,110.745834253035,112.13,87.62,132.01,104.155,116.99
"1714",NA,95.3473346049593,98.95,75.6,130.72,81.35,105.65
"1715",NA,96.5883826925008,96.62,77.8,120.28,84.96,106.97
"1716",NA,100.962527086677,104.11,80.47,117.53,97.52,107.82
"1717",NA,98.4055393878575,100.32,81.74,116.14,88.01,106.78
"1718",NA,94.3409786208973,92.64,85.13,116.97,89.48,97.545
"1719",NA,94.1389194341326,93.62,87.12,111.75,91.29,96.83
"1720",NA,99.3331319618665,98.67,90.62,114.98,94.55,102.85
"1721",NA,108.302810025063,107.46,93.89,142.05,102.78,113.95
"1722",NA,123.546532905297,124.97,97.46,148.06,115.71,132.6925
"1723",NA,127.273626880642,129.25,101.63,161.26,121.51,134.8675
"1724",NA,126.671518860353,129.77,103.34,155.09,122.2525,134.34
"1725",NA,114.998845460012,111.135,103.3,137.17,107.65,122.43
"1726",NA,118.268320626003,116.19,104.93,142.36,109.9575,125.9725
"1727",NA,139.277978542064,139.69,117.97,152.3,135.6,143.93
"1728",NA,152.811477546111,152.03,132.83,177.98,148.5,157.61
"1729",NA,165.244437763079,164.985,141.79,193.54,156.9125,173.4675
"1730",NA,163.882954385965,165.18,134.21,188.49,157.465,171.15
"1731",NA,150.799903759398,148.51,134.22,177.45,142.35,157.41
"1732",NA,158.06221320509,154.91,139.21,188.11,147.09,167.42
"1733",NA,165.940155341752,165.56,145.32,191.74,156.6125,175.18
"1734",NA,176.11460374712,178.71,156.25,193.56,170.74,181.97
"1735",NA,170.292792116974,170,158.75,183.3,166.25,173.75
"1736",NA,162.6095256917,162.5,152.5,174.57,160.745,164.89
"1737",NA,154.534622524752,153.65,150,172.47,152.5,154.77
"1738",NA,154.753762886598,154.985,152.5,157.5,153.75,155.2125
"1744",NA,16.7306097560976,16.7,15.06,21.24,16.1275,17.3025
"1745",NA,31.8181516945949,16.26,9.94,73.5,14.32,54.9
"1746",NA,71.2534089546272,74.065,10.45,114.12,52.4725,93.0975
"1747",NA,55.8194901529541,54.05,21.77,119.33,39.29,69.06
"1748",NA,83.3396351459416,85.445,29.54,151.17,54.4275,110.25
"1749",NA,87.0112488751125,83.66,33.62,162.81,58.5,112.03
"1750",NA,103.491084,108.71,37.27,196.6,73.3025,129.76
"1751",NA,105.805859414059,100.06,49.55,204.61,82.56,124.96
"1752",NA,62.5256768646271,56,31.75,111.32,50.27,76.58
"1753",NA,54.5133670202121,53.39,39.05,86.66,51.05,56.32
"1754",NA,56.5255762304922,54.99,44.87,86.61,52.61,59.9
